train,val,recon,beta,lr
373.69116919732863,880.4429099410501,318.9685669378186,0.0,0.001
334.5753132481729,502.78459131923006,311.9601014358536,0.1,0.0009997532801828658
337.371434562437,455.7549026752074,313.24540982231906,0.2,0.0009990133642141358
346.52657372259324,430.21442529742114,326.13148809894847,0.3,0.00099778098230154
352.64073604460685,417.1203021728763,322.35558813649715,0.4,0.000996057350657239
357.281834953062,407.8595834100138,324.4990408204609,0.5,0.0009938441702975688
359.9201246692288,445.65776062939307,382.12576394742985,0.6,0.0009911436253643444
361.36237103862146,400.48168351657483,332.7873435657196,0.7,0.0009879583809693736
363.1942619077621,407.6145770195649,355.98798922120375,0.8,0.0009842915805643154
363.6899187641759,383.54418718981526,332.17378755857396,0.9,0.0009801468428384714
362.7222760600428,371.16491558225687,336.14793409909885,1.0,0.0009755282581475767
358.4905212402344,372.8919291982293,341.675865759265,1.0,0.0009704403844771127
355.66417826990926,364.22241207227154,335.34589349037486,1.0,0.0009648882429441257
353.0742142215852,361.47364549569204,333.27001755858385,1.0,0.0009588773128419905
350.94664267263107,364.58364338821673,333.66918045554115,1.0,0.0009524135262330098
348.93848502866683,358.2518662844023,331.4282769076609,1.0,0.0009455032620941839
347.07347884639614,356.47289317400623,331.3525170663449,1.0,0.0009381533400219318
346.13848207535284,357.99791165151856,331.32945867072726,1.0,0.0009303710135019719
345.1601603846396,355.77866999385566,331.0458942015241,1.0,0.0009221639627510076
344.1848865139869,354.49562376692904,330.2001847256522,1.0,0.000913540287137281
343.17923032699093,352.0028936847969,329.0575777218093,1.0,0.0009045084971874739
342.01855960969004,352.4538481954866,327.8890605644373,1.0,0.0008950775061878453
341.2731685515373,353.27609981393863,327.2605280573728,1.0,0.0008852566213878948
340.7796109107233,354.278346080838,327.718135121818,1.0,0.0008750555348152299
340.3779877693422,350.26266177099166,325.83635565575133,1.0,0.0008644843137107058
339.8165375740297,350.66965767378264,327.6925751876445,1.0,0.0008535533905932738
339.3198683215726,350.36830202545195,325.7220651736738,1.0,0.0008422735529643445
338.9015855358493,353.5902612749929,327.5392354267588,1.0,0.000830655932661826
337.9197944887223,351.3514973896494,325.3439033175916,1.0,0.000818711994874345
337.71667913621474,351.5154273994546,325.47626329168844,1.0,0.0008064535268264884
337.40073380008823,349.6006953679078,325.52938204594295,1.0,0.0007938926261462368
336.662498031124,351.02503509366886,324.70973470546795,1.0,0.0007810416889260655
