train,val,recon,beta,lr
399.56105031659524,1113.2290977532136,333.44275091571285,0.0,0.001
346.56367778162803,395.20371956404944,332.7098394237391,0.1,0.0009997532801828658
340.39812425182714,380.07484265668535,328.4593004282726,0.2,0.0009990133642141358
340.2114029422883,375.4248697483793,325.63018092626015,0.3,0.00099778098230154
342.32984422253026,370.5947472971382,326.12638807055197,0.4,0.000996057350657239
343.67757883379534,364.38649386605954,326.6470633617892,0.5,0.0009938441702975688
346.3348014585433,360.9288403852128,328.7600082691196,0.6,0.0009911436253643444
347.88915109942036,361.0387397186372,331.8980276616028,0.7,0.0009879583809693736
350.2927484327747,371.8260828020121,348.5588781231201,0.8,0.0009842915805643154
352.4970703125,357.89181090009976,332.8475712707581,0.9,0.0009801468428384714
352.73961024130546,354.4168262300037,333.5587243046321,1.0,0.0009755282581475767
352.1752927718624,353.6158785092432,334.641206645869,1.0,0.0009704403844771127
351.88962933940275,354.68233546109184,337.51758504479125,1.0,0.0009648882429441257
350.3099566059728,352.0779216978929,334.7526888057937,1.0,0.0009588773128419905
350.3831086189516,350.97285286730425,333.69525457534866,1.0,0.0009524135262330098
349.2318129016507,353.54651384131404,338.67714433757004,1.0,0.0009455032620941839
348.3343253843246,351.7095459169892,336.763723411676,1.0,0.0009381533400219318
347.70155029296876,349.353036063058,334.54025160336323,1.0,0.0009303710135019719
347.0168764175907,348.60643734144463,332.66455939543164,1.0,0.0009221639627510076
345.62024870841736,346.49463010592785,331.9234104021221,1.0,0.000913540287137281
345.2623269357989,347.08005144144386,334.3711581244657,1.0,0.0009045084971874739
343.59756253150204,345.7280212464183,332.75313525910076,1.0,0.0008950775061878453
343.1581338205645,344.27329160928,331.7765231270679,1.0,0.0008852566213878948
341.8169967159148,348.035661840004,336.5418821325176,1.0,0.0008750555348152299
340.7728279359879,342.84005899323034,331.0420485414391,1.0,0.0008644843137107058
339.9151583763861,342.88976100314835,331.87581717231234,1.0,0.0008535533905932738
339.2220758253528,341.0698518051565,330.065327801458,1.0,0.0008422735529643445
